# Det2
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-1613.27 -1934.16 -50 -0.00627521 -0.0448742 0.418078 55.8775 22 10674836 1001 1 1 0.252901 0.252901 2 
-313.585 945.032 -50 -0.0579641 0.0414261 0.91391 51.0681 22 10744162 1001 1 1 0.359743 0.359743 4 
-576.069 -72.9486 -50 -0.0317236 -0.00144555 0.587807 51.2363 22 10802658 1001 1 1 0 0 1 
-1904.43 1568.89 -50 -0.133911 0.125142 1.00976 52.1468 22 10947244 1001 1 1 0 0 1 
-1491.37 1196.16 -50 -0.00574579 0.00826509 0.0370664 53.813 22 10948533 1001 1 1 0.0383806 0.0383806 5 
-1104.01 1743.95 -50 -0.0274681 0.0470555 0.471344 51.5908 22 11149310 1001 1 1 0 0 1 
-650.518 -381.702 -50 -0.0168125 -0.0103437 0.440194 51.1078 22 11269978 1006 1 1 0 0 1 
-824.903 1472.06 -50 -0.113163 0.15292 1.63795 51.5046 22 11349336 1001 1 1 1.37587 1.37587 4 
-1542.45 -619.315 -50 -0.0114067 0.00192569 0.327279 52.1408 22 11451098 1001 1 1 0.226855 0.226855 4 
-902.606 -93.6839 -50 -0.0383651 7.67429e-05 0.856492 51.1991 22 11494208 1001 1 1 0 0 1 
311.15 1698.96 -50 0.0208757 0.0826145 0.739271 51.3304 22 11505596 1001 1 1 0 0 1 
880.097 -1794.61 -50 0.0178491 -0.105704 0.37764 54.4925 22 11519626 1001 1 1 0.0425338 0.0425338 2 
1435.12 -1407.95 -50 0.164143 0.00800821 0.665925 53.6657 22 11568275 1001 1 1 0.427347 0.427347 2 
-511.017 40.8632 -50 -0.0253791 -0.0126411 1.06962 51.5339 22 11585324 1001 1 1 0.878228 0.878228 3 
-476.81 165.271 -50 -0.0185992 0.0211975 0.894901 51.5992 22 11762373 1001 1 1 0 0 1 
1560.59 -1728.74 -50 0.0408408 -0.0540949 0.440087 51.784 22 11845620 1001 1 1 0.324767 0.324767 5 
-1259.71 145.311 -50 -0.114924 0.00795122 1.31866 51.2214 22 11874988 1001 1 1 1.28082 1.28082 14 
1511.34 1053.1 -50 0.0796788 0.0426414 0.766134 51.5371 22 11919103 1001 1 1 0.136615 0.136615 2 
-1422.92 480.736 -50 -0.0529391 0.0288279 0.502681 51.9163 22 11948985 1001 1 1 0.312751 0.312751 2 
-1592.2 -1373.59 -50 -0.0939482 -0.0888269 0.909552 51.4353 22 12118042 1001 1 1 0 0 1 
412.997 1061.34 -50 0.0300119 0.0522043 0.720422 51.6213 22 12171401 1001 1 1 0 0 1 
-1255.96 -1664.5 -50 -0.0714765 -0.114379 1.07449 51.9066 22 12185300 1001 1 1 0 0 1 
-50.5477 1674.18 -50 0.000359295 0.104929 1.01268 51.6524 22 12279006 1001 1 1 0.761658 0.761658 3 
