# Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-1090.81 74.3975 -50 -0.123425 0.0171952 0.482295 18.3789 22 458736 1001 1 1 0.400985 0.400985 4 
303.587 1977.68 -50 0.045477 0.252043 0.558052 19.9523 22 459772 1001 1 1 0 0 1 
-1478.21 1596.91 -50 -0.380339 0.394359 1.32724 19.0235 22 461352 1001 1 1 0.455192 0.455192 2 
1695.14 1522.56 -50 0.270047 0.25404 0.874046 19.2365 22 464695 1001 1 1 0.411386 0.411386 2 
-686.589 544.904 -50 -0.1549 0.194786 1.17702 18.4238 22 464938 1001 1 1 0.620929 0.620929 2 
-970.706 1405.59 -50 -0.112185 0.159197 0.545261 18.5673 22 465693 1001 1 1 0.461978 0.461978 4 
828.988 1403.44 -50 0.192774 0.370991 1.09768 19.2624 22 469158 1012 1 1 0 0 1 
404.719 -1474.41 -50 0.0529431 -0.237704 0.7578 18.4229 22 471052 1001 1 1 0 0 1 
-222.211 -322.542 -50 -0.0193421 -0.0344645 0.616462 17.5914 22 471225 1001 1 1 0.283775 0.283775 2 
120.308 -1289.95 -50 0.0276194 -0.12319 0.556639 18.1086 22 473458 1001 1 1 0 0 1 
-979.591 -1920.77 -50 -0.112637 -0.244842 0.575111 23.9531 11 473559 1033 1001 1 0.304174 0.304174 1 
761.349 888.363 -50 0.192518 0.1885 1.15911 18.1892 22 475834 1001 1 1 0 0 1 
-1440.82 -810.795 -50 -0.223351 -0.131825 0.783139 18.3423 22 479107 1001 1 1 0.00761314 0.00761314 2 
596.693 815.221 -50 0.0355535 0.0448576 0.263349 17.7813 22 479873 1001 1 1 0.269454 0.269454 9 
-1570.01 -895.824 -50 -0.226746 -0.111198 0.634 20.1158 22 481741 1001 1 1 0 0 1 
403.348 -1198.82 -50 0.0340833 -0.146077 0.601853 18.1564 22 484989 1001 1 1 0 0 1 
1919.3 350.469 -50 0.45381 0.126128 1.03096 19.8839 22 486767 1001 1 1 0.140319 0.140319 2 
-653.598 904.567 -50 -0.119911 0.159396 0.834446 17.9784 22 488789 1001 1 1 0 0 1 
-1092.04 -1588.59 -50 -0.156154 -0.219955 0.771643 18.8739 22 490838 1001 1 1 0 0 1 
1696.66 -1246.4 -50 0.217304 -0.115858 0.548916 19.9256 22 491433 1001 1 1 0.493196 0.493196 5 
1795.95 1998.64 -50 0.238873 0.256492 0.613505 19.9061 22 492173 1036 1 1 0 0 1 
-982.779 -989.97 -50 -0.18557 -0.181349 0.828182 18.2922 22 495012 1001 1 1 0.738342 0.738342 6 
1698.13 -993.066 -50 0.189248 -0.0808537 0.473791 19.374 22 496649 1001 1 1 0 0 1 
18.5874 1138.01 -50 0.00235272 0.148209 0.53927 18.1242 22 496860 1001 1 1 0 0 1 
858.077 239.486 -50 0.100812 0.00749686 0.434694 18.3687 22 498426 1001 1 1 0.315006 0.315006 4 
-1477.31 -1929.72 -50 -0.136327 -0.159348 0.490537 21.1978 22 509934 1001 1 1 0.353984 0.353984 2 
-1056.01 -636.637 -50 -0.151675 -0.0940624 0.66479 18.0401 22 510953 1015 1 1 0 0 1 
1370.32 -9.82364 -50 0.0999233 -0.00222192 0.345317 17.9878 22 514072 1001 1 1 0.038984 0.038984 2 
1271.04 484.402 -50 0.265607 0.0963195 0.927804 18.1854 22 515945 1001 1 1 0.808952 0.808952 3 
-793.139 237.878 -50 -0.100174 0.0451669 0.624608 17.7631 22 518194 1016 1 1 0 0 1 
-718.42 1917.52 -50 -0.0882092 0.255571 0.702362 18.8957 22 518954 1001 1 1 0.652525 0.652525 6 
-256.353 397.588 -50 -0.0514978 0.101831 1.04616 17.5091 22 519662 1001 1 1 0.569005 0.569005 3 
1549.98 1772.34 -50 0.254842 0.286787 0.769865 19.4386 22 525036 1001 1 1 0.662159 0.662159 5 
-1514.88 -1447.6 -50 -0.277422 -0.284299 0.896529 19.0984 22 526042 1010 1 1 0 0 1 
1892.39 108.786 -50 0.568273 0.0355982 1.34894 19.0378 22 532879 1001 1 1 1.20254 1.20254 4 
-650.919 -37.8856 -50 -0.0916817 -0.00753643 0.760152 17.6456 22 533123 1001 1 1 0 0 1 
1969.72 -411.73 -50 0.143516 -0.0262601 0.338172 19.018 22 533983 1001 1 1 0.198735 0.198735 3 
-785.906 1368.88 -50 -0.163028 0.253209 0.859536 18.4003 22 537649 1001 1 1 0.599674 0.599674 4 
-312.446 653.344 -50 -0.0392641 0.0832744 0.628547 17.5554 22 542039 1001 1 1 0.122683 0.122683 2 
-53.7215 -1039.04 -50 -0.00107243 -0.142761 0.617341 18.0862 22 543602 1001 1 1 0.270171 0.270171 2 
-1912.69 -978.206 -50 -0.151516 -0.0697389 0.42165 20.5433 22 544397 1001 1 1 0 0 1 
-1446.72 1125.63 -50 -0.365853 0.242555 1.17462 18.7696 22 553052 1001 1 1 0.950902 0.950902 2 
558.604 -1545.14 -50 0.34505 -0.780875 2.471 18.4934 22 553159 1001 1 1 0 0 1 
-558.51 1687.57 -50 -0.1105 0.390061 1.07734 18.6888 22 554312 1011 1 1 0 0 1 
