# mesh name: dosimeterMesh
# primitive scorer name: doseDep
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,5,34,0,0,0
0,5,35,0,0,0
0,5,36,0,0,0
0,5,37,2.372576041956009e-15,5.629117074863639e-30,1
0,5,38,0,0,0
0,5,39,0,0,0
0,6,0,0,0,0
0,6,1,0,0,0
0,6,2,7.684139837923492e-15,5.904600504876288e-29,1
0,6,3,0,0,0
0,6,4,3.079565214932026e-15,9.483721913019335e-30,1
0,6,5,5.111695552596321e-20,2.612943142243301e-39,1
0,6,6,1.013380379407315e-15,1.026939793367714e-30,1
0,6,7,2.202038535616722e-14,4.299680584026021e-28,2
0,6,8,1.261643912404438e-16,1.591745361707177e-32,1
0,6,9,0,0,0
0,6,10,0,0,0
0,6,11,6.651895764696983e-15,3.404385445764943e-29,2
0,6,12,3.202525916310805e-14,1.025617224464236e-27,1
0,6,13,0,0,0
0,6,14,3.245138640815305e-15,5.472204552433987e-30,2
0,6,15,0,0,0
0,6,16,0,0,0
0,6,17,0,0,0
0,6,18,0,0,0
0,6,19,1.200755967876635e-16,1.441814894391355e-32,1
0,6,20,3.121544569655241e-14,9.729090192644726e-28,2
0,6,21,3.67957302960258e-15,9.716032734039755e-30,2
0,6,22,0,0,0
0,6,23,0,0,0
0,6,24,0,0,0
0,6,25,1.957225687199709e-15,3.830732390634375e-30,1
0,6,26,2.446555560016115e-15,5.985634108245767e-30,1
0,6,27,2.080494671323162e-15,4.328458077404072e-30,1
0,6,28,1.332894627054912e-15,1.776608086831852e-30,1
0,6,29,0,0,0
0,6,30,0,0,0
0,6,31,0,0,0
0,6,32,0,0,0
0,6,33,0,0,0
0,6,34,0,0,0
0,6,35,2.442657167017476e-16,5.966574035581843e-32,1
0,6,36,4.168772094240156e-14,1.737866077371545e-27,1
0,6,37,0,0,0
0,6,38,0,0,0
0,6,39,0,0,0
0,7,0,0,0,0
0,7,1,0,0,0
0,7,2,1.396500286316403e-15,1.950213049681795e-30,1
0,7,3,0,0,0
0,7,4,0,0,0
0,7,5,0,0,0
0,7,6,0,0,0
0,7,7,2.130882915522989e-15,1.930928535129095e-30,3
0,7,8,0,0,0
0,7,9,0,0,0
0,7,10,0,0,0
0,7,11,4.696441496572409e-15,1.416004138646964e-29,2
0,7,12,1.417020815931778e-15,2.007947992783963e-30,1
0,7,13,3.471658925188695e-15,5.038829462619902e-30,3
0,7,14,3.541960928263311e-14,6.782303464001809e-28,2
0,7,15,0,0,0
0,7,16,7.315899648733567e-16,5.352238767033993e-31,1
0,7,17,4.227984906766058e-15,1.78758563718416e-29,1
0,7,18,1.318003927106665e-14,1.368193928871612e-28,2
0,7,19,0,0,0
0,7,20,2.479353924165575e-15,6.147195881275235e-30,1
0,7,21,4.018923306010783e-16,1.615174453959664e-31,1
0,7,22,0,0,0
0,7,23,0,0,0
