# mesh name: dosimeterMesh
# primitive scorer name: doseDepGamma
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,5,22,1.159666210425111e-17,2.721078759026782e-35,9
0,5,23,2.754656263785234e-17,8.332611903372457e-35,12
0,5,24,2.008201861930072e-17,6.216709194218756e-35,9
0,5,25,1.413773595282271e-17,2.956157805662423e-35,10
0,5,26,1.869970110839977e-17,4.544134795271877e-35,12
0,5,27,1.394050050843304e-17,3.351286178331741e-35,9
0,5,28,6.131072962511698e-18,1.087711312660811e-35,6
0,5,29,2.046396086243886e-17,6.400690031412626e-35,9
0,5,30,4.815760174650977e-18,9.473391267696588e-36,4
0,5,31,1.103667790025897e-17,2.301056973601811e-35,8
0,5,32,5.368784435049703e-18,9.590475652559225e-36,4
0,5,33,9.803248630681498e-18,3.264482178115403e-35,4
0,5,34,7.555260066161238e-18,2.688332577697932e-35,3
0,5,35,1.000854314311653e-17,1.710164767384976e-35,8
0,5,36,5.275489988194099e-18,1.368524402896436e-35,4
0,5,37,6.659979579531078e-18,2.262386745645011e-35,2
0,5,38,1.338037841988288e-17,3.942712200271419e-35,7
0,5,39,0,0,0
0,6,0,7.724565349226832e-18,2.1477546116047e-35,4
0,6,1,1.975246379324289e-17,6.373219051044236e-35,10
0,6,2,2.284000324379921e-17,5.901589695011487e-35,15
0,6,3,6.756801088989588e-18,1.421884192770333e-35,5
0,6,4,1.834119131678514e-17,4.839575033570591e-35,10
0,6,5,8.392660859775178e-18,2.499400057973293e-35,6
0,6,6,1.043120767699647e-17,3.263753498133746e-35,5
0,6,7,1.980979506066324e-17,5.797150752047436e-35,13
0,6,8,1.409954532735826e-17,3.847903313019385e-35,7
0,6,9,1.295653778593283e-17,2.935663743833722e-35,8
0,6,10,1.001076070316728e-17,2.819289953393808e-35,6
0,6,11,2.124297938659371e-17,5.550815469470192e-35,13
0,6,12,2.442537912935198e-17,6.814213331737097e-35,13
0,6,13,1.203371643825921e-17,1.988357100203652e-35,13
0,6,14,1.45293962108969e-17,3.479753703646263e-35,10
0,6,15,1.363022983374759e-17,3.981899256959774e-35,7
0,6,16,1.545897869582544e-17,3.651574364335333e-35,13
0,6,17,1.608202641225224e-17,4.594535901815685e-35,12
0,6,18,2.411541685556225e-17,7.090643680527326e-35,12
0,6,19,1.855173403501533e-17,4.778634258429087e-35,13
0,6,20,1.822031661904263e-17,4.788553601283631e-35,8
0,6,21,2.595820922257478e-17,8.951733121091357e-35,12
0,6,22,3.902309746687181e-17,9.999508363779363e-35,22
0,6,23,3.163496119826734e-17,7.984798686654142e-35,18
0,6,24,2.972527000847916e-17,8.354419962165326e-35,14
0,6,25,4.782759567818929e-17,1.509677442348625e-34,22
0,6,26,2.716554793445056e-17,9.246091180200942e-35,11
0,6,27,1.139453947967104e-17,2.565456116491573e-35,8
0,6,28,7.721484521059928e-18,9.668215951603875e-36,9
0,6,29,3.196285078804941e-17,9.467840305005204e-35,17
0,6,30,1.321707759971318e-17,3.481862011995117e-35,10
0,6,31,1.457571023334193e-17,2.993944144146506e-35,11
0,6,32,7.700257087897977e-18,1.737506835795529e-35,6
0,6,33,4.466938115445664e-18,1.089134311214747e-35,4
0,6,34,1.30777490046542e-17,4.321777619529268e-35,4
0,6,35,1.02753608305099e-17,3.357670262609422e-35,4
0,6,36,1.20829041081196e-17,3.011653394232993e-35,7
0,6,37,1.832178543647985e-17,5.844847972850498e-35,8
0,6,38,1.871868456300625e-17,5.921631583926481e-35,8
0,6,39,9.887434329609591e-19,5.00430305280321e-37,2
0,7,0,7.972321465299703e-18,1.939854581891142e-35,4
0,7,1,1.714325444305837e-17,5.814802487376649e-35,9
0,7,2,1.371861351561963e-17,3.526208399506207e-35,8
0,7,3,1.556203425739545e-17,3.883165574255975e-35,9
0,7,4,5.745830219489886e-18,1.173595252637559e-35,4
0,7,5,2.173611754967898e-17,6.004423333764417e-35,13
0,7,6,2.308101468995612e-17,6.98012629999397e-35,12
0,7,7,2.279600940396567e-17,6.68462472115456e-35,10
0,7,8,2.225127189346815e-17,6.889365777341214e-35,11
0,7,9,1.760587177771535e-17,4.636138930547945e-35,11
0,7,10,2.093797256563994e-17,5.423243411832924e-35,12
0,7,11,3.56299360854702e-17,1.076127419892582e-34,14
0,7,12,3.8041394580516e-17,1.259938957073595e-34,15
0,7,13,2.327059474257721e-17,6.188461604527626e-35,12
0,7,14,3.170481665917506e-17,9.245580669590423e-35,18
0,7,15,2.904960242580102e-17,7.373190343054833e-35,15
0,7,16,1.600894571898495e-17,4.088030390735672e-35,11
0,7,17,3.603901042387904e-17,1.251554239867091e-34,18
0,7,18,3.014437572542674e-17,6.922732111095339e-35,18
0,7,19,2.930069899117221e-17,9.346816965636536e-35,14
0,7,20,2.166036835217187e-17,5.194230188838736e-35,14
0,7,21,2.806356341114657e-17,7.461836874073851e-35,15
0,7,22,5.302749702800639e-17,1.548126152020445e-34,26
0,7,23,2.871527268103144e-17,7.566585832453443e-35,15
0,7,24,4.999572187480387e-17,1.520313340251601e-34,24
0,7,25,2.893764433450895e-17,7.641723863827643e-35,17
0,7,26,3.366654678808752e-17,1.155328353101221e-34,17
0,7,27,2.839138559946695e-17,7.249031350053144e-35,16
0,7,28,2.631762294360733e-17,7.749666354701609e-35,10
0,7,29,2.789654855051248e-17,8.371494054881361e-35,12
0,7,30,1.594234883462891e-17,7.128136674694719e-35,7
0,7,31,1.173750763668304e-17,3.323414201074647e-35,8
0,7,32,1.538335374685216e-17,4.198783445608271e-35,10
0,7,33,1.507920808463284e-17,3.659972168849841e-35,11
0,7,34,1.115979288101155e-17,3.239132093305939e-35,6
0,7,35,1.448786290736062e-17,4.340561973014283e-35,6
0,7,36,1.585486495812898e-17,4.054633282376815e-35,8
0,7,37,7.05608114532365e-18,2.002884258093938e-35,4
0,7,38,1.491230056988705e-17,3.334659749615069e-35,10
0,7,39,5.133504725265316e-18,1.335426614441137e-35,2
0,8,0,6.238288679743805e-18,1.664000163784819e-35,3
0,8,1,1.522958345584178e-17,4.801606701154393e-35,8
0,8,2,1.202947482941396e-17,2.85070269154001e-35,8
0,8,3,2.369953158797494e-17,5.581976700822482e-35,15
0,8,4,1.202236668108211e-17,5.627731587602488e-35,4
0,8,5,1.462435398596984e-17,4.777502480767936e-35,6
0,8,6,5.253454728365359e-18,1.111406836026587e-35,6
0,8,7,3.004796835776188e-17,7.746756305513796e-35,13
0,8,8,2.457589082095086e-17,7.30379254379752e-35,13
0,8,9,2.834893831531e-17,1.032711745756321e-34,11
0,8,10,1.842414277245854e-17,4.341225115758863e-35,10
0,8,11,1.396661276520275e-17,3.529362728738062e-35,11
0,8,12,2.986463896120585e-17,1.042014913635107e-34,16
0,8,13,8.74555547878182e-18,1.701206403161645e-35,10
0,8,14,1.760838243337537e-17,4.077680301017393e-35,12
0,8,15,1.901253082417802e-17,4.382477739373273e-35,13
0,8,16,3.712496681094452e-17,1.190758469992554e-34,17
0,8,17,3.32332590070442e-17,1.056271212131589e-34,17
0,8,18,2.083251876290462e-17,4.021001512339354e-35,20
0,8,19,1.133911250094467e-17,2.406083960772917e-35,11
0,8,20,3.435468030562991e-17,1.040173778672783e-34,17
0,8,21,1.814621417268303e-17,4.345958730142251e-35,11
0,8,22,4.129933991013178e-17,1.280225680972211e-34,18
0,8,23,2.859021651667687e-17,7.995210573125682e-35,14
0,8,24,3.575767732396042e-17,1.159480553751266e-34,19
0,8,25,1.49191920978679e-17,2.786978876144175e-35,13
0,8,26,3.155422616209797e-17,8.521119868001771e-35,19
0,8,27,2.646109409457603e-17,7.709947739997861e-35,12
0,8,28,1.899331852099354e-17,7.067365707352454e-35,9
0,8,29,3.069990504377235e-17,9.748139803875141e-35,10
0,8,30,1.941103928893416e-17,6.244225729453067e-35,10
0,8,31,1.67123985534864e-17,4.791289454859385e-35,9
0,8,32,1.750896867473229e-17,4.20538604531375e-35,11
0,8,33,1.778161793007122e-17,4.715748631552158e-35,8
0,8,34,2.298630487554623e-17,6.773312051414661e-35,9
0,8,35,3.701212836396639e-18,8.55755334451201e-36,3
0,8,36,1.327091293557236e-17,3.535757498679355e-35,7
0,8,37,9.433400031980635e-18,3.365230378907559e-35,5
0,8,38,1.505388282476661e-17,3.598731742702733e-35,9
0,8,39,1.382708166447004e-18,9.851008426442756e-37,2
0,9,0,8.668515201378577e-18,2.092114967537288e-35,5
0,9,1,1.672725006193657e-18,7.459421400535585e-37,4
0,9,2,1.017337117721768e-17,2.85325236675337e-35,9
0,9,3,3.762897644511053e-17,1.373641176500869e-34,12
0,9,4,1.417133762551002e-17,4.679426366881302e-35,6
0,9,5,2.300073106910739e-17,7.942069362222061e-35,10
0,9,6,2.656830372368085e-17,8.213351491571901e-35,11
0,9,7,1.591247855939778e-17,4.514475609346354e-35,8
0,9,8,2.032948193281217e-17,6.147254682398714e-35,9
0,9,9,1.278256002153589e-17,3.129720279939008e-35,9
0,9,10,2.167576522686539e-17,5.334904056144067e-35,12
0,9,11,1.81579426174306e-17,5.115205377599485e-35,11
0,9,12,2.641743529768888e-17,7.251064001643597e-35,15
0,9,13,3.839309399150552e-17,1.096451336096165e-34,20
0,9,14,3.278615216513957e-17,9.857581776724729e-35,16
0,9,15,3.548743054678358e-17,9.956058550419636e-35,21
0,9,16,2.01752342401869e-17,5.301241642235246e-35,15
0,9,17,2.53253042680919e-17,6.394970856642163e-35,15
0,9,18,4.525749483401011e-17,1.278031714718595e-34,22
0,9,19,4.926355610471226e-17,1.683651304377013e-34,23
0,9,20,3.156184750365348e-17,9.074868577554763e-35,18
0,9,21,5.304143033905755e-17,1.655946477597651e-34,28
0,9,22,2.942186987150384e-17,7.937161879173715e-35,19
0,9,23,3.083738268320202e-17,9.01375029714767e-35,14
0,9,24,2.234150362607751e-17,7.052378630213085e-35,12
0,9,25,2.285602727852692e-17,6.5927453809039e-35,17
0,9,26,1.319609967437956e-17,2.499113484319495e-35,14
0,9,27,1.453029911626867e-17,3.352317223038918e-35,9
0,9,28,2.411449862246225e-17,7.178651181688155e-35,13
0,9,29,1.158237229934031e-17,2.783267407954523e-35,7
0,9,30,6.70196647472035e-18,1.334072194224022e-35,6
0,9,31,1.745030048411631e-17,5.265619158414611e-35,8
0,9,32,1.539843312493042e-17,5.606282004163014e-35,5
0,9,33,2.025661087342654e-17,4.944850714105342e-35,13
0,9,34,1.032138678526931e-17,2.652852866571671e-35,6
0,9,35,1.238349971812728e-17,2.645537665664667e-35,8
0,9,36,1.02046354489186e-17,2.443645065791055e-35,6
0,9,37,1.500233645966918e-17,4.358097995510609e-35,8
0,9,38,1.853395228621093e-17,4.469715274561719e-35,12
0,9,39,8.4411038477855e-18,3.105000904503462e-35,4
0,10,0,1.037629723113289e-17,3.204684496201309e-35,5
0,10,1,2.221030889432011e-17,6.511394800926118e-35,11
0,10,2,3.262173146973581e-17,9.385210210320987e-35,14
0,10,3,1.118016481532175e-17,3.156824254759354e-35,7
0,10,4,1.125984006878241e-17,2.982861455227519e-35,5
0,10,5,1.459561799022835e-17,5.165746334843853e-35,8
0,10,6,2.487882063612572e-17,7.937327311064567e-35,11
0,10,7,9.495775356524413e-18,2.398202852126427e-35,8
0,10,8,2.165513623914804e-17,5.879143064672422e-35,10
0,10,9,4.030460129420834e-17,1.307422494481803e-34,19
0,10,10,4.052386365079854e-18,7.384615700507835e-36,3
0,10,11,1.862237935184446e-17,4.617939467921004e-35,10
0,10,12,1.273744640326666e-17,4.180372765750683e-35,4
0,10,13,1.898188488274464e-17,5.346928991687767e-35,10
0,10,14,1.528109728382078e-17,5.173252969458023e-35,6
0,10,15,3.241213221508709e-17,1.103862501563125e-34,16
0,10,16,2.376578856440603e-17,5.854524506476511e-35,15
0,10,17,2.529548319794633e-17,7.609567437775045e-35,12
0,10,18,2.031714588408856e-17,5.698748514742402e-35,11
0,10,19,1.69691525938052e-17,5.226475155438064e-35,8
0,10,20,3.883163663321285e-17,1.037395672070045e-34,18
0,10,21,2.72531901665164e-17,7.480002660554732e-35,16
0,10,22,3.16045608813078e-17,8.057205124676636e-35,18
0,10,23,1.864364124825817e-17,4.911557649560438e-35,10
0,10,24,3.520914653959146e-17,1.059187570153216e-34,15
0,10,25,3.999051550112596e-17,1.16760469690713e-34,19
0,10,26,1.776930460738645e-17,3.579664332005069e-35,12
0,10,27,1.897437094024217e-17,4.840348624304823e-35,14
0,10,28,2.484912046089739e-17,6.92308617311509e-35,12
0,10,29,2.893113078303138e-17,9.752151622491943e-35,12
0,10,30,2.171041744998319e-17,5.920070784309838e-35,12
0,10,31,2.279956347813158e-17,7.845002370812953e-35,9
0,10,32,1.000454107337689e-17,2.977034122073767e-35,5
0,10,33,1.319254560021366e-17,3.934282136146064e-35,5
0,10,34,1.625438049415995e-17,4.13222194119985e-35,8
0,10,35,6.228747843103683e-18,1.387478158724666e-35,4
0,10,36,1.261269840004262e-17,4.769574087392287e-35,5
0,10,37,1.61477062161107e-17,5.563267126664543e-35,5
0,10,38,9.455029799785608e-18,2.395629395589867e-35,6
0,10,39,2.864939185153959e-18,8.207876534630628e-36,1
0,11,0,1.066275560890664e-17,2.820649472465081e-35,5
0,11,1,1.945396425523929e-17,5.781537060863281e-35,9
0,11,2,8.366155849494512e-18,1.791673588332976e-35,6
0,11,3,1.980294584513004e-17,5.695012704424005e-35,10
0,11,4,7.286934789877315e-18,1.209830986041376e-35,6
0,11,5,3.171478081965174e-18,2.887564804797199e-36,4
0,11,6,1.59612967331108e-17,4.594127418953433e-35,8
0,11,7,1.878407257168472e-17,5.114357657135157e-35,11
0,11,8,2.637123031118018e-17,9.311236613990752e-35,11
0,11,9,1.588850007083911e-17,4.74100059175106e-35,8
0,11,10,1.713661218801267e-17,5.362352809568164e-35,9
0,11,11,1.884365375272304e-17,4.394080716022373e-35,13
0,11,12,2.473955486160297e-17,6.824393727253062e-35,13
0,11,13,2.535320991381022e-17,8.199464657405428e-35,11
0,11,14,1.350832508985628e-17,2.528308112623092e-35,13
0,11,15,1.591366256838962e-17,4.014322628938955e-35,12
0,11,16,2.07115354861618e-17,4.509958877649464e-35,17
0,11,17,2.226492569084618e-17,6.863862098329461e-35,14
0,11,18,7.220812482914382e-18,1.415916317709757e-35,8
0,11,19,2.278819044080063e-17,6.115035887653342e-35,14
0,11,20,1.678682571578097e-17,4.498061155024813e-35,11
0,11,21,3.494045000071005e-17,9.511159203277412e-35,18
0,11,22,2.089452998845113e-17,5.531577561131205e-35,11
0,11,23,4.272476947456951e-17,1.197266679573662e-34,24
0,11,24,2.656421653839e-17,7.586035866974487e-35,16
0,11,25,4.396241853177413e-17,1.321786021254679e-34,21
0,11,26,3.621062732506228e-17,1.047115504671425e-34,19
0,11,27,2.576678037464571e-17,6.67818548141532e-35,14
