# mesh name: dosimeterMesh
# primitive scorer name: doseDepAll
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,6,4,7.555412838971703e-13,4.542833496777102e-26,62
0,6,5,4.333462907636402e-13,1.184104448734084e-26,65
0,6,6,5.071499807421352e-13,2.044308156954218e-26,67
0,6,7,5.681163163094249e-13,2.704292674359642e-26,74
0,6,8,1.002598804974672e-12,1.146523680217148e-25,96
0,6,9,1.086521908809578e-12,6.835210241187706e-26,92
0,6,10,1.136092031220919e-12,9.45701792274283e-26,102
0,6,11,7.967527760475575e-13,2.923732649073615e-26,94
0,6,12,9.518010836328425e-13,4.013858869734354e-26,116
0,6,13,1.312386352867965e-12,1.03320116582394e-25,107
0,6,14,1.201813469768084e-12,8.00805044335954e-26,129
0,6,15,1.037624889799946e-12,4.195422747093722e-26,130
0,6,16,1.272415651743156e-12,5.470698770103803e-26,139
0,6,17,1.319962878248906e-12,5.852835587834181e-26,137
0,6,18,1.256191781556231e-12,5.985065499724616e-26,147
0,6,19,9.889833498152705e-13,2.575798745127324e-26,149
0,6,20,1.097221410417249e-12,5.070551123937039e-26,155
0,6,21,1.202689476429749e-12,5.220231575803668e-26,167
0,6,22,1.6892056200621e-12,1.628219027186742e-25,161
0,6,23,1.221233333164178e-12,4.375688287816355e-26,155
0,6,24,1.708488290336454e-12,6.351519903238024e-26,158
0,6,25,1.698325287235716e-12,8.740574066324701e-26,157
0,6,26,2.631612886402696e-12,9.164727029521636e-25,127
0,6,27,1.27154230894928e-12,6.854439948687482e-26,126
0,6,28,5.878045674210945e-13,2.314150152250913e-26,87
0,6,29,9.657631861835357e-13,5.797728471719901e-26,87
0,6,30,1.04835077589543e-12,9.741185766344231e-26,78
0,6,31,3.940953834684025e-13,1.068621780009601e-26,65
0,6,32,8.173518784203735e-13,4.255307101389061e-26,62
0,6,33,5.309295550016283e-13,2.850646961707073e-26,54
0,6,34,3.136635175033201e-13,5.96087415946112e-27,57
0,6,35,1.16626531308838e-13,1.518121029656442e-27,43
0,6,36,1.806576902330351e-13,3.652321667196085e-27,40
0,6,37,3.103990256364619e-13,2.525104694377474e-26,57
0,6,38,2.100041695552562e-13,4.622830469663543e-27,51
0,6,39,1.460894777774455e-13,4.191534986892906e-27,21
0,7,0,3.290400682409206e-13,1.975090222688565e-26,49
0,7,1,2.22149943182622e-13,2.535805855398294e-27,72
0,7,2,7.350249337558688e-13,6.023212021579651e-26,73
0,7,3,7.178118947368124e-13,4.449698876771849e-26,81
0,7,4,1.097172305275711e-12,1.18202030694036e-25,63
0,7,5,1.374665342866514e-12,2.501326390251132e-25,84
0,7,6,9.020664826926515e-13,6.362565354035589e-26,83
0,7,7,7.371489562533163e-13,2.928034777892198e-26,105
0,7,8,8.558556543823443e-13,3.723342427174668e-26,107
0,7,9,8.605024639192382e-13,3.304127739628492e-26,113
0,7,10,1.132952357015665e-12,1.117395660324908e-25,128
0,7,11,1.106896941217637e-12,3.966037206264708e-26,144
0,7,12,1.177762758803488e-12,4.70357256275841e-26,153
0,7,13,1.148085198954663e-12,5.078643909475761e-26,147
0,7,14,1.363750159149225e-12,5.601270427124869e-26,153
0,7,15,1.357375693979434e-12,1.010790517242433e-25,158
0,7,16,1.228589298489758e-12,5.765837121705238e-26,185
0,7,17,1.448194336075218e-12,5.771406385124891e-26,189
0,7,18,1.583103997050469e-12,1.422717278481261e-25,169
0,7,19,1.573425608410507e-12,8.051451791124959e-26,185
0,7,20,1.934199102893916e-12,2.69546632323349e-25,193
0,7,21,2.04537884530489e-12,1.125475947326092e-25,199
0,7,22,1.924664771774582e-12,1.267265673749876e-25,201
0,7,23,1.529578360844596e-12,6.510676978737252e-26,177
0,7,24,2.173228747481919e-12,1.217996441434954e-25,228
0,7,25,2.30193791656566e-12,1.491425399131726e-25,193
0,7,26,1.788136875831793e-12,7.947189578421024e-26,164
0,7,27,1.339580402018245e-12,7.007156798543526e-26,133
0,7,28,8.812865130582074e-13,3.556182710274382e-26,110
0,7,29,1.004191792467687e-12,8.417098341635122e-26,99
0,7,30,5.281710481964345e-13,1.270493607236358e-26,103
0,7,31,9.446655253989756e-13,5.283415342019099e-26,90
0,7,32,7.839606993988485e-13,2.77273461689215e-26,83
0,7,33,8.122744231505136e-13,4.709930105569697e-26,74
0,7,34,3.209039772070115e-13,1.026334951553081e-26,73
0,7,35,4.522328442099451e-13,1.516814849946579e-26,62
0,7,36,2.521385392863875e-13,6.118944878606843e-27,57
0,7,37,2.938151003916231e-13,1.716644170523962e-26,67
0,7,38,1.238199999575628e-13,2.417640407318788e-27,49
0,7,39,1.283825056943243e-13,4.972674430136172e-27,18
0,8,0,4.515129837499124e-13,3.283777751428237e-26,38
0,8,1,4.792811213126855e-13,1.320858820186866e-26,73
0,8,2,9.597879644054103e-13,9.399405463181572e-26,89
0,8,3,4.227276331128736e-13,1.042400508600543e-26,84
0,8,4,4.646879721685503e-13,1.468874473161856e-26,80
0,8,5,5.330198395668806e-13,3.583505157085761e-26,87
0,8,6,3.888998411279553e-13,1.628101230572954e-26,76
0,8,7,1.088730102118562e-12,6.675646010330301e-26,112
0,8,8,7.41267593823086e-13,2.280703255679755e-26,119
0,8,9,1.005003737452131e-12,4.205895691052516e-26,121
0,8,10,1.100818569633002e-12,1.085961829962905e-25,119
0,8,11,1.984952222073628e-12,3.958660179722188e-25,140
0,8,12,1.558508080463295e-12,1.347583765425945e-25,135
0,8,13,9.211445533833857e-13,2.987932014827333e-26,151
0,8,14,1.767816364063044e-12,1.537805841572715e-25,161
0,8,15,1.89219795554811e-12,2.498183897392388e-25,175
0,8,16,1.417111787128299e-12,5.29344034888694e-26,196
0,8,17,1.539602155611361e-12,1.215569912910989e-25,185
0,8,18,2.012896998884397e-12,1.852519858795999e-25,188
0,8,19,1.86522456210127e-12,9.083133488445296e-26,203
0,8,20,1.3901420361565e-12,4.539153408289568e-26,188
0,8,21,2.232878973450529e-12,1.852518219216079e-25,219
0,8,22,1.840876824951664e-12,7.652665708023676e-26,194
0,8,23,1.757898313501381e-12,6.765826148123823e-26,207
0,8,24,1.782299311945798e-12,5.959815633878715e-26,231
0,8,25,1.76563909471761e-12,6.080803090414102e-26,211
0,8,26,2.251602540126229e-12,1.090827977927493e-24,154
0,8,27,1.313011938913829e-12,6.017294473355409e-26,138
0,8,28,1.235504456478333e-12,6.599004836568002e-26,131
0,8,29,8.443558037335907e-13,4.058879503568079e-26,105
0,8,30,1.331619489011023e-12,8.509246033247907e-26,98
0,8,31,9.239199526241046e-13,5.520400330809305e-26,89
0,8,32,5.83715413118732e-13,1.913690925984627e-26,84
0,8,33,6.635128619637809e-13,3.801150305918789e-26,79
0,8,34,6.492131436383721e-13,4.353785530790636e-26,65
0,8,35,4.452154085390661e-13,1.94881520797986e-26,66
0,8,36,4.143091092677066e-13,1.282894851206731e-26,69
0,8,37,2.714646392810272e-13,4.907424019344988e-27,82
0,8,38,1.932446246412933e-13,5.473520679422232e-27,61
0,8,39,4.188708443522934e-14,2.267576567885351e-28,18
0,9,0,1.879012453140313e-13,4.449714571062418e-27,28
0,9,1,3.256470424086838e-13,5.840385961338891e-27,90
0,9,2,4.14224397771978e-13,1.800815596022159e-26,85
0,9,3,5.80628416939723e-13,5.193070986451306e-26,71
0,9,4,7.265865438484705e-13,6.212393851339362e-26,67
0,9,5,6.079510306136701e-13,2.570101094601284e-26,86
0,9,6,6.846608816468199e-13,4.996683516827657e-26,77
0,9,7,7.280203563480031e-13,2.937949390947977e-26,99
0,9,8,7.624223661586295e-13,4.343586323110073e-26,109
0,9,9,1.112979211041088e-12,6.65368136131244e-26,117
0,9,10,9.488372960952049e-13,4.244174441832502e-26,123
0,9,11,9.575980886263425e-13,4.649247609188406e-26,140
0,9,12,1.261440662990851e-12,5.659915406146598e-26,150
0,9,13,1.089448051401494e-12,5.658710423120094e-26,134
0,9,14,1.119060742336611e-12,5.751865526857144e-26,146
0,9,15,6.207237899639698e-13,1.04126004669753e-26,161
0,9,16,1.281310585200999e-12,8.404641954530711e-26,150
0,9,17,1.246739805993382e-12,8.877382318986684e-26,169
0,9,18,1.237643763341935e-12,5.374958929625111e-26,174
0,9,19,1.302721132991842e-12,4.731148251097099e-26,191
0,9,20,1.293453124686869e-12,6.161713953559376e-26,180
0,9,21,1.874887673859438e-12,2.169686624356154e-25,198
0,9,22,1.977076865003342e-12,2.468364223301003e-25,193
0,9,23,2.825233993473936e-12,2.263007998597194e-24,180
0,9,24,1.407615290446231e-12,6.056138852911173e-26,175
0,9,25,1.641954403260463e-12,7.953792434853448e-26,191
0,9,26,1.100590511540403e-12,3.710670417701003e-26,166
0,9,27,1.411631738930313e-12,8.037853482282433e-26,169
0,9,28,7.099541157293171e-13,2.496754646839095e-26,134
0,9,29,9.540982925121512e-13,5.35511820517783e-26,107
0,9,30,7.406748126398808e-13,2.627050988555916e-26,103
0,9,31,6.954951138912361e-13,2.217101058601088e-26,97
0,9,32,7.878349358045102e-13,4.544949459064215e-26,88
0,9,33,5.670005975142059e-13,1.965129344843575e-26,78
0,9,34,8.294004686187604e-13,7.693731965415309e-26,71
0,9,35,5.448948096906384e-13,4.027327006813992e-26,62
0,9,36,4.885420215134393e-13,3.911154339129428e-26,64
0,9,37,3.948496891226991e-13,1.259460428076448e-26,76
0,9,38,2.969678170926902e-13,8.615201508466759e-27,67
0,9,39,2.185298644495571e-13,1.121680574780826e-26,20
0,10,0,1.892685055400385e-13,9.404201377965713e-27,35
0,10,1,3.543162343029886e-13,9.410305952748009e-27,76
0,10,2,3.148664138440744e-13,8.787009283278308e-27,82
0,10,3,4.985416572447222e-13,2.692126914645782e-26,71
0,10,4,7.01246334957555e-13,4.154424223148748e-26,71
0,10,5,1.138100495833381e-12,2.129981741389891e-25,76
0,10,6,6.354305349506743e-13,1.35681900936515e-25,74
0,10,7,5.528839678340439e-13,1.837947145061837e-26,88
0,10,8,9.58618817140678e-13,5.271546429988795e-26,115
0,10,9,1.559181668293607e-12,5.540437496183916e-25,92
0,10,10,6.528474116495187e-13,1.792571769557541e-26,125
0,10,11,9.071832401843793e-13,4.085977302674449e-26,140
0,10,12,7.383203254235062e-13,3.396572938059351e-26,115
0,10,13,8.227501884920822e-13,3.531147473348286e-26,128
0,10,14,1.437858065418525e-12,1.280558851875522e-25,154
0,10,15,1.746482452098584e-12,1.90761980740861e-25,161
0,10,16,1.345066307987514e-12,4.868076182977656e-26,152
0,10,17,1.119402605807792e-12,6.020213209411858e-26,150
0,10,18,1.335561401367408e-12,7.906433449827197e-26,165
0,10,19,9.404435855674119e-13,3.013767977130209e-26,178
0,10,20,1.378224100133445e-12,8.123840908918747e-26,162
0,10,21,1.167147182285061e-12,4.530945330751598e-26,161
0,10,22,1.411403108598407e-12,5.812129127060723e-26,192
0,10,23,1.474176177449598e-12,9.35012676844452e-26,180
0,10,24,1.859671754479608e-12,1.13421996476902e-25,184
0,10,25,1.7373172196953e-12,1.177238756487171e-25,165
0,10,26,1.287568694277506e-12,7.721737451123408e-26,166
0,10,27,1.260608967527136e-12,9.430560809569791e-26,147
0,10,28,1.347663428739698e-12,1.07854352226507e-25,106
0,10,29,9.583987573021365e-13,4.455102488133982e-26,122
0,10,30,9.008292222284439e-13,4.296959789408658e-26,110
0,10,31,8.650061498292273e-13,5.860288684583031e-26,104
0,10,32,5.285915076729504e-13,1.530143812083411e-26,86
0,10,33,8.123875600930554e-13,3.549179286559276e-26,88
0,10,34,9.018370625568233e-13,4.680954394692067e-26,80
0,10,35,3.85494157501378e-13,2.028145200977202e-26,61
0,10,36,5.989828899090188e-13,3.549009796177905e-26,71
0,10,37,2.624751359675013e-13,6.986585350061711e-27,71
0,10,38,4.124000775962032e-13,1.579802956471405e-26,71
0,10,39,1.108737204694177e-13,2.911270685998711e-27,22
0,11,0,1.038898120364502e-13,1.399524362466512e-27,31
0,11,1,2.391084697787658e-13,7.695523779717053e-27,73
0,11,2,4.037742323076413e-13,3.311298644792448e-26,64
0,11,3,2.291565560367673e-13,8.93667486050357e-27,55
0,11,4,6.485095297924636e-13,3.478595907629937e-26,77
0,11,5,7.444126235635078e-13,5.141017261539518e-26,75
0,11,6,4.364419522492703e-13,1.26207761386146e-26,80
0,11,7,7.846459839077083e-13,1.015877873377309e-25,91
0,11,8,5.049894453790412e-13,1.32356734079733e-26,87
0,11,9,7.294923496695811e-13,2.841790724109093e-26,110
0,11,10,8.199182028720143e-13,3.87994833269774e-26,113
0,11,11,6.181949432045351e-13,1.845711844117908e-26,117
0,11,12,6.989661155490582e-13,1.786672586356359e-26,120
0,11,13,1.47971501178058e-12,1.161708794803212e-25,121
0,11,14,9.672502645370077e-13,4.67508877963088e-26,118
0,11,15,6.394753478933909e-13,2.789374601669058e-26,119
0,11,16,9.349335805987562e-13,4.099908695525386e-26,128
0,11,17,1.627704022027286e-12,9.557134387187916e-26,137
0,11,18,8.881336862890512e-13,3.02028212686288e-26,153
0,11,19,1.124412518274582e-12,6.2790548713273e-26,132
