# mesh name: dosimeterMesh
# primitive scorer name: nOfTrackNeutron
# iX, iY, iZ, total(value) , total(val^2), entry
4,14,22,268,1256,80
4,14,23,316,1960,81
4,14,24,258,1294,74
4,14,25,285,1599,79
4,14,26,345,2135,89
4,14,27,296,1402,94
4,14,28,367,1929,106
4,14,29,311,1713,90
4,14,30,274,1248,85
4,14,31,226,1094,70
4,14,32,294,1802,76
4,14,33,305,1827,79
4,14,34,246,1348,67
4,14,35,153,1111,43
4,14,36,80,578,23
4,14,37,50,134,24
4,14,38,37,61,28
4,14,39,20,64,8
4,15,0,13,49,4
4,15,1,8,12,6
4,15,2,7,11,5
4,15,3,13,35,6
4,15,4,19,67,8
4,15,5,21,55,10
4,15,6,19,33,12
4,15,7,28,58,17
4,15,8,12,24,9
4,15,9,37,73,23
4,15,10,41,107,22
4,15,11,72,386,29
4,15,12,32,70,23
4,15,13,57,183,27
4,15,14,41,79,26
4,15,15,40,84,23
4,15,16,48,144,29
4,15,17,57,127,33
4,15,18,62,154,39
4,15,19,62,158,38
4,15,20,79,281,40
4,15,21,63,179,34
4,15,22,64,166,38
4,15,23,62,252,28
4,15,24,72,304,28
4,15,25,71,239,34
4,15,26,87,293,41
4,15,27,69,339,33
4,15,28,68,210,35
4,15,29,58,140,34
4,15,30,63,195,37
4,15,31,58,304,29
4,15,32,72,286,34
4,15,33,77,239,40
4,15,34,56,200,26
4,15,35,22,34,16
4,15,36,26,54,18
4,15,37,27,47,20
4,15,38,28,36,24
4,15,39,13,31,7
4,16,0,12,46,5
4,16,1,7,11,5
4,16,2,10,12,9
4,16,3,13,17,11
4,16,4,15,17,14
4,16,5,16,24,13
4,16,6,11,11,11
4,16,7,18,20,17
4,16,8,15,17,14
4,16,9,22,28,20
4,16,10,25,31,22
4,16,11,28,36,24
4,16,12,26,26,26
4,16,13,21,29,18
4,16,14,29,33,27
4,16,15,25,27,24
4,16,16,32,32,32
4,16,17,45,51,42
4,16,18,39,41,38
4,16,19,38,40,37
4,16,20,31,33,30
4,16,21,36,46,31
4,16,22,46,50,44
4,16,23,37,43,34
4,16,24,32,38,29
4,16,25,31,33,30
4,16,26,30,32,29
4,16,27,36,38,35
4,16,28,46,56,41
4,16,29,44,56,39
4,16,30,32,36,30
4,16,31,36,42,33
4,16,32,32,32,32
4,16,33,27,31,25
4,16,34,28,28,28
4,16,35,26,26,26
4,16,36,29,35,26
4,16,37,21,25,19
4,16,38,23,27,21
4,16,39,5,9,3
4,17,0,15,37,7
4,17,1,18,30,12
4,17,2,15,17,14
4,17,3,14,14,14
4,17,4,19,25,16
4,17,5,13,13,13
4,17,6,19,21,18
4,17,7,19,23,17
4,17,8,19,21,18
4,17,9,24,30,22
4,17,10,29,35,27
4,17,11,26,26,26
4,17,12,27,37,23
4,17,13,33,37,31
4,17,14,32,32,32
4,17,15,37,43,35
4,17,16,30,32,29
4,17,17,38,48,33
4,17,18,36,38,35
4,17,19,36,38,35
4,17,20,37,41,35
4,17,21,33,33,33
4,17,22,30,32,29
4,17,23,40,52,35
4,17,24,44,58,38
4,17,25,30,34,28
4,17,26,26,28,25
4,17,27,46,56,41
4,17,28,42,46,40
4,17,29,38,52,34
4,17,30,53,69,46
4,17,31,40,52,35
4,17,32,25,27,24
4,17,33,27,27,27
4,17,34,22,22,22
4,17,35,21,25,19
4,17,36,22,24,21
4,17,37,24,26,23
4,17,38,22,28,19
4,17,39,10,26,5
4,18,0,11,29,5
4,18,1,17,31,11
4,18,2,12,28,7
4,18,3,9,11,8
4,18,4,11,13,10
4,18,5,17,23,14
4,18,6,17,21,15
4,18,7,21,35,15
4,18,8,20,30,15
4,18,9,16,22,13
4,18,10,18,24,15
4,18,11,18,24,15
4,18,12,29,41,23
4,18,13,29,33,27
4,18,14,32,48,24
4,18,15,45,71,33
4,18,16,49,67,40
4,18,17,49,71,39
4,18,18,32,40,28
4,18,19,29,41,24
4,18,20,32,42,27
4,18,21,23,31,19
4,18,22,24,36,18
4,18,23,33,53,24
4,18,24,36,54,28
4,18,25,37,53,29
4,18,26,42,62,33
4,18,27,41,59,32
4,18,28,42,62,32
4,18,29,35,47,30
4,18,30,43,59,35
4,18,31,32,38,29
4,18,32,24,30,21
4,18,33,38,58,28
4,18,34,31,43,25
4,18,35,23,29,20
4,18,36,32,56,22
4,18,37,24,38,18
4,18,38,26,50,16
4,18,39,12,24,6
4,19,0,4,16,1
4,19,1,11,57,3
4,19,2,9,25,4
4,19,3,1,1,1
4,19,4,7,21,3
4,19,5,10,36,3
4,19,6,8,18,4
4,19,7,17,41,8
4,19,8,9,17,5
4,19,9,17,105,4
4,19,10,14,62,5
4,19,11,4,8,2
4,19,12,17,31,10
4,19,13,9,25,4
4,19,14,18,60,7
4,19,15,29,73,13
4,19,16,26,74,12
4,19,17,44,180,16
4,19,18,19,45,10
4,19,19,25,125,7
4,19,20,25,131,9
4,19,21,8,16,4
4,19,22,16,38,8
4,19,23,22,56,11
4,19,24,21,47,11
4,19,25,13,25,7
4,19,26,25,111,10
4,19,27,12,20,8
4,19,28,25,65,11
4,19,29,15,51,6
4,19,30,28,120,9
4,19,31,15,45,6
4,19,32,14,26,9
4,19,33,23,53,11
4,19,34,13,23,8
4,19,35,20,264,3
4,19,36,12,24,6
4,19,37,14,42,6
4,19,38,12,32,5
4,19,39,0,0,0
5,0,0,0,0,0
5,0,1,6,10,4
5,0,2,0,0,0
5,0,3,11,69,3
5,0,4,12,72,3
5,0,5,22,60,9
5,0,6,18,38,9
5,0,7,21,39,12
5,0,8,21,49,11
5,0,9,37,95,18
5,0,10,32,66,18
5,0,11,38,218,11
5,0,12,35,107,15
5,0,13,49,147,21
5,0,14,37,103,17
5,0,15,77,305,29
5,0,16,76,444,22
5,0,17,77,351,28
5,0,18,40,82,22
5,0,19,49,113,24
5,0,20,60,146,30
5,0,21,70,190,34
5,0,22,57,137,28
5,0,23,67,397,21
5,0,24,44,102,22
5,0,25,49,111,24
5,0,26,67,161,34
5,0,27,61,311,22
5,0,28,48,210,18
5,0,29,55,151,24
5,0,30,42,128,20
5,0,31,56,162,24
5,0,32,31,57,18
5,0,33,35,109,16
5,0,34,19,61,8
5,0,35,41,267,11
5,0,36,22,74,9
5,0,37,19,69,7
5,0,38,13,33,6
5,0,39,0,0,0
5,1,0,12,40,4
5,1,1,16,36,9
5,1,2,9,11,8
5,1,3,12,14,11
5,1,4,10,12,9
5,1,5,34,64,23
5,1,6,34,60,24
5,1,7,49,97,35
5,1,8,54,92,40
5,1,9,61,109,42
5,1,10,52,86,37
5,1,11,59,83,48
5,1,12,50,68,41
5,1,13,66,98,52
5,1,14,82,118,65
5,1,15,95,145,73
5,1,16,83,123,64
5,1,17,88,152,59
5,1,18,82,124,62
5,1,19,90,142,67
5,1,20,116,196,84
5,1,21,119,191,88
5,1,22,125,221,91
5,1,23,123,227,88
5,1,24,103,163,76
5,1,25,96,138,76
5,1,26,119,183,92
5,1,27,105,195,73
5,1,28,79,109,67
5,1,29,105,177,76
5,1,30,86,166,59
5,1,31,79,127,58
5,1,32,76,112,58
5,1,33,62,100,45
5,1,34,50,84,36
5,1,35,51,85,37
5,1,36,59,111,40
5,1,37,38,62,28
5,1,38,40,74,27
5,1,39,26,90,10
5,2,0,10,28,4
5,2,1,16,24,12
5,2,2,4,4,4
5,2,3,10,16,7
5,2,4,36,150,13
5,2,5,109,675,28
5,2,6,90,280,39
5,2,7,128,462,49
5,2,8,156,622,59
5,2,9,192,1096,60
5,2,10,193,1119,58
5,2,11,167,739,64
5,2,12,240,1416,70
5,2,13,237,1353,70
5,2,14,265,1229,85
5,2,15,270,1370,84
5,2,16,274,1586,88
5,2,17,286,1584,104
5,2,18,273,1119,96
5,2,19,268,1130,98
5,2,20,266,992,113
5,2,21,324,1564,112
5,2,22,273,997,118
5,2,23,326,1500,119
5,2,24,340,1450,117
5,2,25,362,1658,128
5,2,26,302,1336,113
5,2,27,383,2129,123
5,2,28,297,1377,104
5,2,29,333,1757,108
5,2,30,310,1468,107
5,2,31,317,1855,98
5,2,32,314,1488,102
5,2,33,251,1007,91
5,2,34,234,966,85
5,2,35,210,1208,65
5,2,36,119,513,46
5,2,37,76,278,32
5,2,38,48,76,35
5,2,39,30,90,13
5,3,0,0,0,0
5,3,1,4,4,4
5,3,2,9,25,4
5,3,3,27,141,7
5,3,4,253,1717,71
5,3,5,906,5534,247
5,3,6,1225,7357,325
5,3,7,1471,8629,393
5,3,8,1446,8192,380
5,3,9,1506,11062,385
5,3,10,1595,10041,410
5,3,11,1655,9737,449
5,3,12,1996,12574,502
5,3,13,2179,14411,539
5,3,14,2181,14129,552
5,3,15,2371,14309,611
5,3,16,2292,13842,602
5,3,17,2200,13026,579
5,3,18,2287,14111,588
5,3,19,2564,15580,674
5,3,20,2417,13689,676
5,3,21,2719,16117,696
5,3,22,2908,17896,756
5,3,23,3025,18195,774
5,3,24,3320,20944,849
5,3,25,3217,19423,828
5,3,26,2987,17327,790
5,3,27,2975,18859,769
5,3,28,2765,18155,695
5,3,29,2553,16593,641
5,3,30,2544,15920,650
5,3,31,2439,15493,607
5,3,32,2334,14414,614
5,3,33,2456,14248,652
5,3,34,2276,14308,582
5,3,35,1726,11042,446
5,3,36,548,3178,142
5,3,37,105,545,32
5,3,38,42,76,32
5,3,39,26,78,10
5,4,0,0,0,0
5,4,1,3,5,2
5,4,2,20,262,4
5,4,3,86,668,22
5,4,4,978,6554,246
5,4,5,3816,16606,1381
5,4,6,4135,13653,2053
5,4,7,4355,14113,2210
5,4,8,4526,13930,2336
5,4,9,4805,15225,2461
5,4,10,4978,15510,2594
5,4,11,5406,17020,2786
5,4,12,5685,18117,2882
5,4,13,5810,18072,2974
5,4,14,6169,19287,3169
5,4,15,6716,22458,3306
5,4,16,6477,19601,3324
5,4,17,6391,20483,3215
5,4,18,6514,20784,3296
5,4,19,7102,22962,3506
5,4,20,7134,23634,3592
5,4,21,7373,23389,3740
5,4,22,7891,25205,4006
5,4,23,8369,26735,4240
5,4,24,8940,29304,4476
5,4,25,8818,27892,4445
5,4,26,8622,25554,4464
5,4,27,8450,26592,4303
5,4,28,7939,25727,4072
5,4,29,7501,23407,3858
5,4,30,7252,22770,3736
5,4,31,7098,22736,3589
5,4,32,6677,20503,3479
5,4,33,7013,22379,3518
5,4,34,6526,22512,3170
5,4,35,6307,29565,2211
5,4,36,1807,12479,430
5,4,37,270,1358,78
5,4,38,50,76,38
5,4,39,21,47,11
5,5,0,0,0,0
5,5,1,1,1,1
5,5,2,8,24,3
5,5,3,114,634,32
5,5,4,1251,7813,316
5,5,5,4554,16586,1984
5,5,6,3766,5670,2918
5,5,7,3896,5382,3215
5,5,8,4073,5545,3395
5,5,9,4203,5701,3505
5,5,10,4514,6102,3776
5,5,11,4789,6495,4002
5,5,12,4900,6672,4089
5,5,13,5131,6995,4259
5,5,14,5390,7310,4489
5,5,15,5505,7437,4603
5,5,16,5705,7827,4711
5,5,17,5781,7905,4778
5,5,18,6066,8428,4968
5,5,19,6251,8665,5122
5,5,20,6400,8852,5263
5,5,21,6498,9062,5328
5,5,22,7028,9730,5787
5,5,23,7420,10032,6197
5,5,24,7753,10659,6401
5,5,25,7530,10038,6345
5,5,26,7624,10394,6332
5,5,27,7062,9512,5911
5,5,28,6868,9264,5752
5,5,29,6524,8764,5485
5,5,30,6370,8654,5310
5,5,31,6216,8422,5203
5,5,32,5940,7968,4976
5,5,33,5950,8426,4833
5,5,34,5735,8531,4491
5,5,35,7381,28071,3129
5,5,36,2602,16182,651
5,5,37,325,1259,112
5,5,38,58,80,48
5,5,39,30,96,13
5,6,0,2,4,1
5,6,1,5,7,4
5,6,2,24,162,6
5,6,3,225,1465,53
5,6,4,1227,7155,311
5,6,5,4417,15555,1990
5,6,6,3835,5533,3056
5,6,7,3986,5374,3350
5,6,8,4105,5373,3518
5,6,9,4430,5878,3753
5,6,10,4598,6022,3921
5,6,11,4849,6299,4160
5,6,12,5189,6829,4407
5,6,13,5543,7311,4714
5,6,14,5707,7467,4870
5,6,15,5838,7616,4988
5,6,16,5994,8032,5027
5,6,17,6277,8309,5321
5,6,18,6604,8886,5518
5,6,19,7021,9391,5897
5,6,20,7101,9589,5947
5,6,21,7166,9538,6050
5,6,22,7628,10176,6415
5,6,23,7943,10517,6716
5,6,24,7940,10480,6725
5,6,25,8121,10825,6852
5,6,26,7973,10563,6721
5,6,27,7503,9875,6380
5,6,28,7117,9321,6075
5,6,29,6836,8830,5885
5,6,30,6561,8465,5646
5,6,31,6323,8205,5428
5,6,32,6159,8067,5259
5,6,33,6122,8280,5124
5,6,34,5935,8481,4784
5,6,35,7969,30231,3395
5,6,36,3268,23610,778
5,6,37,493,2933,137
5,6,38,75,119,57
5,6,39,61,371,21
5,7,0,2,4,1
5,7,1,4,6,3
5,7,2,33,169,9
5,7,3,232,1860,49
5,7,4,1238,7340,338
5,7,5,4739,17999,2079
5,7,6,3834,5508,3069
5,7,7,3909,5177,3305
5,7,8,4037,5277,3454
5,7,9,4407,5671,3803
5,7,10,4668,6022,4025
5,7,11,4711,6065,4063
5,7,12,5063,6513,4361
5,7,13,5472,7144,4677
5,7,14,5739,7497,4895
5,7,15,5961,7787,5085
5,7,16,6269,8225,5335
5,7,17,6545,8637,5547
5,7,18,6880,9262,5756
5,7,19,7537,10297,6235
5,7,20,7567,10035,6382
5,7,21,7380,9706,6267
5,7,22,7585,10015,6420
5,7,23,8027,10719,6748
5,7,24,8247,10807,7018
5,7,25,8220,10746,7006
5,7,26,7867,10205,6738
5,7,27,7652,10020,6525
5,7,28,7344,9516,6299
5,7,29,7031,9029,6072
5,7,30,6734,8688,5798
5,7,31,6481,8411,5585
5,7,32,6333,8299,5406
5,7,33,6193,8171,5263
5,7,34,6125,8795,4946
5,7,35,8456,33020,3571
5,7,36,3426,24232,820
5,7,37,547,3067,149
5,7,38,71,115,55
5,7,39,39,97,19
5,8,0,0,0,0
5,8,1,6,8,5
5,8,2,14,38,6
5,8,3,210,1464,46
5,8,4,1314,9042,332
5,8,5,4596,17664,2054
5,8,6,3900,5680,3111
5,8,7,4039,5391,3400
5,8,8,4141,5327,3574
5,8,9,4344,5562,3762
5,8,10,4503,5781,3893
5,8,11,4772,6172,4105
5,8,12,5214,6776,4460
5,8,13,5475,7099,4700
5,8,14,5810,7672,4927
5,8,15,6000,7852,5104
5,8,16,6215,8191,5259
5,8,17,6594,8762,5559
5,8,18,7010,9344,5891
5,8,19,7508,10178,6252
5,8,20,7376,9782,6227
5,8,21,7219,9399,6166
5,8,22,7601,10137,6397
5,8,23,7991,10547,6757
5,8,24,8293,10931,7026
5,8,25,8223,10847,6974
5,8,26,7953,10359,6784
5,8,27,7504,9698,6451
5,8,28,7221,9317,6207
5,8,29,7014,9110,6014
5,8,30,6709,8659,5775
5,8,31,6466,8302,5580
5,8,32,6371,8293,5466
5,8,33,6221,8063,5354
5,8,34,6174,8794,4988
5,8,35,8568,33550,3585
5,8,36,3293,20949,808
5,8,37,450,2520,132
5,8,38,97,189,62
5,8,39,51,161,22
5,9,0,4,8,2
5,9,1,9,19,5
5,9,2,6,10,4
5,9,3,141,839,38
5,9,4,1285,7559,335
5,9,5,4938,18584,2147
5,9,6,3929,5629,3164
5,9,7,3983,5207,3404
5,9,8,4201,5447,3611
5,9,9,4254,5410,3700
5,9,10,4511,5855,3863
5,9,11,4810,6270,4111
5,9,12,5178,6726,4438
5,9,13,5450,7160,4629
5,9,14,5609,7409,4756
5,9,15,5759,7539,4896
5,9,16,6039,7909,5136
5,9,17,6261,8257,5305
5,9,18,6440,8410,5498
5,9,19,6815,9087,5726
5,9,20,6757,8933,5705
5,9,21,6855,8995,5818
5,9,22,7412,9722,6299
5,9,23,7948,10398,6762
5,9,24,8170,10658,6997
5,9,25,8154,10608,6984
5,9,26,7880,10298,6720
5,9,27,7545,9857,6430
5,9,28,7126,9280,6103
5,9,29,6816,8756,5870
5,9,30,6461,8239,5600
5,9,31,6320,8064,5481
5,9,32,6231,8091,5356
5,9,33,6088,7960,5188
5,9,34,5976,8454,4865
5,9,35,8087,30835,3506
5,9,36,3121,21383,749
5,9,37,490,2662,129
5,9,38,80,146,54
5,9,39,46,102,25
5,10,0,4,16,1
5,10,1,2,2,2
5,10,2,17,127,4
5,10,3,132,978,30
5,10,4,1345,8657,326
5,10,5,4861,18821,2099
5,10,6,3857,5517,3101
5,10,7,4080,5538,3410
5,10,8,4192,5504,3567
5,10,9,4379,5733,3729
5,10,10,4551,5925,3893
5,10,11,4799,6309,4079
5,10,12,5183,6847,4394
5,10,13,5368,7062,4560
5,10,14,5475,7179,4649
5,10,15,5631,7485,4738
5,10,16,5705,7525,4826
5,10,17,5802,7670,4905
5,10,18,6051,8085,5073
5,10,19,6219,8271,5241
5,10,20,6262,8284,5281
5,10,21,6423,8577,5392
5,10,22,6845,9139,5754
5,10,23,7364,9862,6173
5,10,24,7534,10038,6332
5,10,25,7722,10324,6480
5,10,26,7636,10032,6474
5,10,27,7332,9734,6195
5,10,28,6987,9239,5922
5,10,29,6760,8854,5743
5,10,30,6335,8205,5430
5,10,31,6235,8179,5309
5,10,32,6141,8041,5237
5,10,33,5827,7649,4957
5,10,34,5963,8509,4792
5,10,35,8089,31683,3377
5,10,36,2883,19079,718
5,10,37,448,2340,131
5,10,38,96,176,66
5,10,39,63,247,23
5,11,0,6,36,1
5,11,1,6,14,3
5,11,2,5,9,3
5,11,3,118,586,31
5,11,4,1246,7832,318
5,11,5,4930,21216,1890
5,11,6,4867,12443,2849
5,11,7,5105,12717,3119
5,11,8,5163,12917,3156
5,11,9,5478,14140,3335
5,11,10,5808,14614,3515
5,11,11,6135,15791,3660
5,11,12,6447,16643,3849
5,11,13,6711,17305,4012
5,11,14,6927,17643,4133
5,11,15,7134,18268,4198
5,11,16,7038,18532,4169
5,11,17,7314,18910,4283
5,11,18,7545,19565,4428
5,11,19,7833,20823,4492
5,11,20,7916,20252,4592
5,11,21,7920,20378,4719
5,11,22,8734,22782,5109
5,11,23,9064,22796,5346
5,11,24,9369,24905,5431
5,11,25,9644,25226,5672
5,11,26,9761,25493,5726
5,11,27,9282,24120,5510
5,11,28,8678,21358,5243
5,11,29,8189,20755,4953
5,11,30,7964,20182,4857
5,11,31,7850,19320,4854
5,11,32,7688,19398,4723
5,11,33,7547,19073,4568
5,11,34,7566,20406,4291
5,11,35,7923,35327,2948
5,11,36,2552,16772,619
5,11,37,377,2423,105
5,11,38,76,142,52
5,11,39,52,238,18
5,12,0,8,64,1
5,12,1,6,18,3
5,12,2,6,12,3
5,12,3,98,448,31
5,12,4,986,6266,244
5,12,5,3737,16153,1407
5,12,6,4458,14380,2219
5,12,7,4531,13737,2313
5,12,8,4533,14237,2309
5,12,9,4854,16144,2432
5,12,10,5209,17615,2590
5,12,11,5797,20177,2758
5,12,12,6060,20980,2909
5,12,13,6202,20954,3028
5,12,14,6540,22210,3120
5,12,15,6602,23116,3148
5,12,16,6377,20529,3153
5,12,17,6809,23737,3270
5,12,18,7060,23726,3369
5,12,19,7117,25021,3365
5,12,20,7215,25085,3406
5,12,21,7385,25733,3508
5,12,22,8153,29239,3836
5,12,23,8272,27688,3968
5,12,24,8727,30857,4098
5,12,25,8767,30143,4164
5,12,26,8969,31313,4226
5,12,27,8811,31189,4185
5,12,28,8233,28325,3931
5,12,29,7955,27521,3844
5,12,30,7684,25444,3758
5,12,31,7440,24818,3627
5,12,32,7360,26218,3567
5,12,33,7002,22676,3495
5,12,34,6804,23802,3270
5,12,35,6000,27386,2170
5,12,36,1832,12464,443
5,12,37,282,1676,83
5,12,38,70,106,54
5,12,39,45,213,18
5,13,0,3,5,2
5,13,1,2,4,1
5,13,2,2,4,1
5,13,3,81,493,21
5,13,4,483,3011,123
5,13,5,2206,12180,656
5,13,6,2878,14104,988
5,13,7,2845,13585,1009
5,13,8,2880,12456,1043
5,13,9,3165,14341,1129
5,13,10,3474,17222,1186
5,13,11,3673,16927,1254
5,13,12,3636,17138,1289
5,13,13,3850,17796,1348
5,13,14,4356,21386,1466
5,13,15,4577,22041,1571
5,13,16,4438,21204,1513
5,13,17,4481,20381,1589
5,13,18,4743,23017,1617
5,13,19,4866,24178,1645
5,13,20,5159,25579,1713
5,13,21,5396,26136,1797
5,13,22,5705,28327,1909
5,13,23,5643,27115,1913
5,13,24,5627,27249,1911
5,13,25,5960,29360,2017
5,13,26,6063,31357,2010
5,13,27,5753,27759,1977
5,13,28,5602,26414,1924
5,13,29,5475,28253,1798
5,13,30,5173,24855,1763
5,13,31,4761,21811,1641
5,13,32,4838,22016,1675
5,13,33,4688,23470,1571
5,13,34,4343,20785,1520
5,13,35,3576,20406,1063
5,13,36,1042,6960,259
5,13,37,187,981,56
5,13,38,53,81,41
5,13,39,26,60,13
5,14,0,6,20,2
5,14,1,4,6,3
5,14,2,4,6,3
5,14,3,27,131,7
5,14,4,133,749,38
5,14,5,502,3612,119
5,14,6,728,4868,184
5,14,7,836,5082,204
5,14,8,812,5300,200
5,14,9,754,4184,211
5,14,10,997,7109,233
5,14,11,1108,7998,262
5,14,12,1025,6319,268
5,14,13,1150,7688,276
5,14,14,1222,8346,310
5,14,15,1256,8152,323
5,14,16,1274,8328,322
5,14,17,1116,6280,301
5,14,18,1262,7706,333
5,14,19,1416,9314,361
5,14,20,1510,10012,375
5,14,21,1546,9330,391
5,14,22,1680,10776,409
5,14,23,1543,9675,401
5,14,24,1529,9209,403
5,14,25,1856,12346,445
5,14,26,1981,13873,460
5,14,27,1704,10510,430
5,14,28,1566,9076,400
5,14,29,1574,10172,393
5,14,30,1492,9358,377
5,14,31,1393,7447,375
5,14,32,1257,7501,322
5,14,33,1446,10126,330
5,14,34,1359,8751,339
5,14,35,962,6500,242
5,14,36,395,2485,95
5,14,37,82,514,23
5,14,38,47,75,35
5,14,39,23,49,13
5,15,0,0,0,0
5,15,1,3,3,3
5,15,2,9,15,6
5,15,3,29,149,9
5,15,4,44,256,11
5,15,5,68,454,17
5,15,6,95,499,28
5,15,7,146,718,42
5,15,8,161,1031,41
5,15,9,242,2036,57
5,15,10,198,1140,57
5,15,11,215,1165,63
5,15,12,186,962,54
5,15,13,231,1515,56
5,15,14,199,987,57
5,15,15,221,1293,59
5,15,16,256,1248,75
5,15,17,249,1177,77
5,15,18,322,2374,70
5,15,19,301,1643,83
5,15,20,244,1320,70
5,15,21,278,1432,79
5,15,22,249,1097,80
5,15,23,293,1597,88
5,15,24,359,2177,94
5,15,25,335,1807,96
5,15,26,386,2190,106
5,15,27,333,1961,87
5,15,28,290,1884,80
5,15,29,256,1824,67
5,15,30,308,2234,76
5,15,31,331,2249,80
5,15,32,241,1301,67
5,15,33,237,1733,58
5,15,34,269,1757,65
5,15,35,158,1016,48
5,15,36,80,304,29
5,15,37,39,107,20
5,15,38,44,62,36
5,15,39,21,47,11
5,16,0,1,1,1
5,16,1,2,2,2
5,16,2,14,44,6
5,16,3,16,30,11
5,16,4,13,23,9
5,16,5,14,20,11
5,16,6,14,48,7
5,16,7,36,82,21
5,16,8,18,30,13
5,16,9,50,168,25
5,16,10,46,130,28
5,16,11,36,76,26
5,16,12,31,85,18
5,16,13,24,40,17
5,16,14,31,63,20
5,16,15,53,195,25
5,16,16,41,95,28
5,16,17,55,115,38
5,16,18,50,88,34
5,16,19,44,74,33
5,16,20,35,69,25
5,16,21,33,89,21
5,16,22,58,146,34
5,16,23,50,114,31
5,16,24,76,472,32
5,16,25,59,111,39
5,16,26,61,151,34
5,16,27,54,110,37
5,16,28,70,168,42
5,16,29,81,191,49
5,16,30,95,319,44
5,16,31,63,181,33
5,16,32,41,69,31
5,16,33,29,73,20
5,16,34,38,92,24
5,16,35,42,104,24
5,16,36,38,106,21
5,16,37,28,84,16
5,16,38,31,49,23
5,16,39,19,53,8
5,17,0,12,46,4
5,17,1,13,15,12
5,17,2,17,25,14
5,17,3,15,15,15
5,17,4,18,20,17
5,17,5,14,16,13
5,17,6,12,12,12
5,17,7,20,22,19
5,17,8,18,18,18
5,17,9,25,27,24
5,17,10,29,35,27
5,17,11,30,32,29
5,17,12,24,26,23
5,17,13,33,37,31
5,17,14,26,34,23
5,17,15,29,35,26
5,17,16,44,58,37
5,17,17,40,52,35
5,17,18,41,45,39
5,17,19,46,54,42
5,17,20,37,37,37
5,17,21,32,34,31
5,17,22,31,31,31
5,17,23,43,47,41
5,17,24,36,40,34
5,17,25,38,46,34
5,17,26,32,44,27
5,17,27,29,33,27
5,17,28,47,49,46
5,17,29,53,71,45
5,17,30,53,67,46
5,17,31,37,41,35
5,17,32,32,36,30
5,17,33,31,35,29
5,17,34,32,36,30
5,17,35,29,33,27
5,17,36,24,26,23
5,17,37,25,29,23
5,17,38,27,51,19
5,17,39,8,14,5
5,18,0,8,24,3
5,18,1,7,11,5
5,18,2,9,11,8
5,18,3,9,13,7
5,18,4,18,28,13
5,18,5,25,41,17
5,18,6,22,28,19
5,18,7,17,21,15
5,18,8,12,16,10
5,18,9,21,29,17
5,18,10,20,30,15
5,18,11,24,34,20
5,18,12,27,35,23
5,18,13,27,37,22
5,18,14,41,63,30
5,18,15,36,54,28
5,18,16,39,59,31
5,18,17,43,75,31
5,18,18,41,55,35
5,18,19,34,48,27
5,18,20,35,43,31
5,18,21,38,58,28
5,18,22,36,46,31
5,18,23,35,53,27
5,18,24,40,50,35
5,18,25,43,65,33
5,18,26,38,56,29
5,18,27,39,55,32
5,18,28,33,47,27
5,18,29,51,95,35
5,18,30,46,82,32
5,18,31,33,41,29
5,18,32,32,38,29
5,18,33,36,54,27
5,18,34,37,49,31
5,18,35,31,41,26
5,18,36,30,54,21
5,18,37,23,29,20
5,18,38,24,38,18
5,18,39,3,5,2
5,19,0,0,0,0
5,19,1,4,8,2
5,19,2,2,4,1
5,19,3,4,8,2
5,19,4,14,76,4
5,19,5,25,169,8
5,19,6,20,102,7
5,19,7,17,85,5
5,19,8,2,4,1
5,19,9,22,132,6
5,19,10,18,84,6
5,19,11,13,49,5
5,19,12,13,47,6
5,19,13,14,34,7
5,19,14,28,72,12
5,19,15,15,41,6
5,19,16,10,28,4
5,19,17,27,73,11
5,19,18,25,105,9
5,19,19,28,114,10
5,19,20,10,18,6
5,19,21,20,38,11
5,19,22,18,38,9
5,19,23,28,118,10
5,19,24,33,165,10
5,19,25,18,40,10
5,19,26,18,84,6
5,19,27,25,95,11
5,19,28,14,42,6
5,19,29,34,124,12
5,19,30,18,42,9
5,19,31,7,13,4
5,19,32,14,44,5
5,19,33,18,36,9
5,19,34,11,29,5
5,19,35,27,413,5
5,19,36,15,37,7
5,19,37,10,20,6
5,19,38,6,12,3
5,19,39,0,0,0
6,0,0,0,0,0
6,0,1,2,4,1
6,0,2,8,24,3
6,0,3,6,10,4
6,0,4,12,30,6
6,0,5,17,61,6
6,0,6,25,75,10
6,0,7,35,91,16
6,0,8,49,123,22
6,0,9,30,90,13
6,0,10,31,71,15
6,0,11,46,166,18
6,0,12,65,231,27
6,0,13,52,168,23
6,0,14,53,115,27
6,0,15,79,267,29
6,0,16,67,251,25
6,0,17,51,169,23
6,0,18,37,87,18
6,0,19,74,202,34
6,0,20,84,526,29
6,0,21,76,296,32
6,0,22,89,265,37
6,0,23,112,764,32
6,0,24,97,405,39
6,0,25,59,173,26
6,0,26,70,158,35
6,0,27,64,246,25
6,0,28,89,429,29
6,0,29,55,197,23
6,0,30,61,151,29
6,0,31,81,419,30
6,0,32,80,428,30
6,0,33,56,210,20
6,0,34,45,169,18
6,0,35,49,151,22
6,0,36,29,75,16
6,0,37,25,63,12
6,0,38,20,46,10
6,0,39,0,0,0
6,1,0,4,8,2
6,1,1,11,21,7
6,1,2,11,15,9
6,1,3,13,17,11
6,1,4,23,35,17
6,1,5,34,54,27
6,1,6,35,49,29
